elo,match32,top3_32,cploss32,match256,top3_256,cploss256,match4096,top3_4096,cploss4096,match65536,top3_65536,cploss65536
2160,0,0,57,0,0,194,0,0,119,0,0,192
926,0,1,91,0,0,93,0,1,25,0,0,42
1596,0,0,126,0,0,207,0,0,110,0,0,70
1561,0,0,137,0,0,125,0,0,42,0,0,10
1199,0,0,15,0,0,14,0,1,17,0,1,1
1992,1,1,0,1,1,21,1,1,0,1,1,57
2000,0,0,22,0,0,37,0,0,92,0,0,98
1596,0,0,76,0,0,261,0,0,5,0,0,18
1404,1,1,229,0,0,30,1,1,31,0,1,69
1122,0,1,41,0,1,12,0,1,41,0,1,0
1851,0,0,171,0,0,53,0,0,82,0,0,73
2031,1,1,80,1,1,0,0,1,153,0,0,213
1360,1,1,0,1,1,27,0,1,36,0,1,9
2223,0,1,69,0,1,55,0,1,76,1,1,0
1848,1,1,8,1,1,58,0,0,53,0,0,54
1710,1,1,74,0,0,48,0,1,107,0,0,169
1149,0,0,0,0,1,282,0,0,44,0,0,114
2087,1,1,1,1,1,0,0,1,12,1,1,0
1777,1,1,10,1,1,0,1,1,3,1,1,12
1296,0,0,21,0,1,25,0,1,30,0,0,18
2089,0,1,21,0,1,18,0,1,31,1,1,24
1420,0,1,30,0,0,79,0,0,92,0,0,134
1800,0,1,0,1,1,25,1,1,67,0,0,5
1976,1,1,19,1,1,0,1,1,0,1,1,0
1518,0,0,286,0,0,150,0,0,168,0,0,199
2151,1,1,57,0,1,34,1,1,0,1,1,0
2282,1,1,0,1,1,48,0,1,88,0,0,82
1483,1,1,0,1,1,0,1,1,11,1,1,0
1917,0,0,348,0,1,393,0,1,31,0,1,90
2009,1,1,25,1,1,27,0,1,42,0,1,63
2531,1,1,0,1,1,36,1,1,0,1,1,0
1779,1,1,0,1,1,0,0,1,0,1,1,0
1531,1,1,0,0,1,8,0,0,129,0,1,101
1789,0,1,111,0,1,22,0,1,171,0,1,87
1787,0,0,0,1,1,203,0,0,10,0,0,0
1736,1,1,0,1,1,75,1,1,173,0,0,97
1310,0,1,0,1,1,40,0,1,0,0,1,24
1975,1,1,0,1,1,0,1,1,0,1,1,5
2438,1,1,0,1,1,0,1,1,0,1,1,0
1940,0,0,13,0,1,45,0,0,67,0,1,1
1561,0,0,229,0,0,219,0,0,54,0,0,38
1666,0,1,25,0,1,11,1,1,0,1,1,0
1710,1,1,0,0,1,0,0,0,0,0,1,0
1545,0,0,10,0,1,42,0,0,98,0,0,102
1670,0,0,88,0,0,27,1,1,29,1,1,82
1300,0,0,6,0,1,93,0,1,19,0,1,0
906,0,0,228,0,0,228,0,0,251,0,0,286
1503,1,1,21,1,1,11,1,1,0,1,1,1
1920,1,1,12,1,1,43,0,1,85,0,0,13
1857,0,1,26,0,1,39,0,1,37,0,1,66
1612,1,1,0,0,1,0,1,1,51,1,1,66
1006,0,1,50,0,0,201,0,1,71,0,1,35
1021,1,1,0,1,1,112,1,1,4,1,1,22
2038,1,1,0,1,1,0,1,1,0,1,1,0
2470,1,1,0,1,1,84,0,1,8,1,1,58
1494,0,0,0,1,1,54,0,1,14,0,0,0
1144,0,0,59,0,1,77,0,0,15,0,0,9
2498,0,0,0,1,1,21,0,0,0,0,1,14
2223,0,1,0,1,1,54,0,1,38,0,1,36
836,0,0,32,0,1,58,0,0,137,0,1,208
1415,1,1,0,1,1,121,1,1,116,0,1,0
1454,0,0,85,0,0,0,0,0,121,1,1,18
1318,0,1,25,0,1,573,0,1,65,0,1,72
1654,0,0,11,0,1,15,0,0,89,0,0,116
929,0,1,108,0,1,324,0,1,131,0,1,55
1058,0,0,329,0,0,376,0,0,326,0,1,269
2356,0,0,29,0,1,58,0,0,120,0,0,64
1970,1,1,1114,1,1,0,0,1,0,1,1,0
1547,0,0,70,0,0,98,0,0,140,0,0,99
2138,0,0,149,0,0,121,0,0,73,0,0,63
1831,0,0,0,1,1,0,1,1,0,1,1,0
2193,0,0,126,0,0,152,0,0,174,0,0,151
1236,0,1,49,0,1,0,0,1,0,1,1,0
2242,0,0,281,0,0,331,0,0,501,0,0,432
1259,1,1,0,1,1,44,0,1,55,0,1,140
2206,0,1,209,0,0,40,0,1,58,0,0,105
2343,0,1,0,1,1,0,0,1,101,0,0,116
1643,0,0,82,0,1,34,0,0,304,0,0,329
1992,0,0,84,0,0,81,0,0,30,0,0,105
1047,0,0,48,0,1,104,0,0,50,0,0,76
1861,1,1,0,1,1,37,0,1,33,0,1,28
1538,0,1,0,1,1,99,1,1,4,1,1,21
1992,1,1,182,0,0,0,1,1,0,1,1,0
1528,1,1,185,0,0,730,0,0,762,0,0,219
897,0,0,17,0,1,56,0,0,34,0,0,19
1873,0,0,68,0,0,200,0,0,138,0,0,121
2381,0,1,0,0,1,0,0,1,0,0,1,0
1456,1,1,30,1,1,22,1,1,15,0,0,24
1294,0,1,7,0,1,15,0,1,435,0,0,376
1604,0,0,19,0,0,32,0,0,3,0,1,12
1772,0,1,197,0,0,275,0,0,205,0,0,33
1272,0,0,50,0,0,140,0,0,50,0,0,52
1416,0,1,19,0,1,83,1,1,0,1,1,46
1542,0,0,49,0,1,92,0,0,36,0,0,80
1997,0,1,56,0,1,76,0,1,27,0,1,58
1184,0,1,66,0,0,73,0,0,49,0,0,81
1800,1,1,1,1,1,49,0,1,32,1,1,0
1851,1,1,0,1,1,156,1,1,0,1,1,14
834,0,0,267,0,0,181,0,0,106,0,0,92
2338,1,1,181,0,1,15,0,0,67,0,0,93
1164,0,0,142,0,0,120,0,0,12,0,0,22
1891,0,0,13,0,0,4,1,1,0,1,1,2
1539,1,1,0,1,1,0,1,1,0,1,1,0
1816,0,1,0,1,1,36,0,1,0,0,1,82
2090,0,0,78,0,1,272,0,0,140,0,0,108
1989,0,1,0,1,1,79,0,1,35,0,1,28
2238,0,0,126,0,0,26,0,1,0,1,1,0
2087,1,1,0,1,1,9,1,1,18,1,1,11
758,0,1,0,1,1,81,1,1,5,1,1,0
2493,0,1,0,1,1,35,1,1,221,0,0,74
1419,0,0,0,1,1,90,0,0,44,0,0,37
888,0,0,0,1,1,0,1,1,22,1,1,17
1897,0,0,0,1,1,66,1,1,23,0,0,39
1408,0,0,99,0,0,88,0,1,178,0,0,214
2213,1,1,0,1,1,18,1,1,0,1,1,11
1634,0,1,0,1,1,27,0,1,9,1,1,7
1600,0,0,167,0,0,183,0,0,100,0,0,103
1715,1,1,0,1,1,3,0,1,4,0,1,0
1679,0,0,6,0,1,49,1,1,93,0,1,160
1452,0,1,157,0,0,356,0,0,244,0,0,275
1185,0,0,0,0,1,28,0,1,0,0,0,43
1151,0,1,7,0,1,63,0,1,26,0,1,15
2365,0,0,109,0,0,81,0,0,134,0,0,158
803,1,1,0,1,1,25,1,1,16,1,1,17
1311,1,1,0,1,1,0,1,1,0,1,1,0
2531,1,1,0,1,1,0,1,1,10,1,1,0
1427,1,1,0,1,1,0,1,1,0,1,1,0
1811,0,0,0,0,1,8,0,1,51,0,1,33
1969,1,1,0,1,1,0,0,1,1,0,1,6
827,0,0,232,0,0,289,0,0,383,0,0,355
2053,1,1,0,1,1,63,1,1,2,1,1,0
1325,1,1,0,1,1,8,0,0,87,0,0,53
1991,0,1,23,1,1,0,1,1,7,0,1,11
1839,0,1,136,0,0,48,0,1,31,0,1,54
1739,0,0,18,0,1,56,0,1,87,0,0,100
1941,0,0,69,0,0,53,0,1,19,1,1,0
2172,0,0,17,0,0,0,0,0,2,1,1,5
1180,0,0,49,0,0,69,0,0,37,0,0,75
2480,0,1,146,0,1,75,0,0,0,0,1,0
1503,1,1,0,1,1,11,1,1,1,1,1,0
2276,1,1,0,1,1,75,1,1,0,1,1,0
1305,0,1,45,0,0,0,0,1,0,1,1,9
1548,0,0,38,0,0,149,0,0,75,0,0,38
1894,0,1,0,1,1,21,0,1,8,1,1,20
1706,0,0,246,0,0,506,0,0,346,0,0,498
1328,0,1,0,1,1,0,0,1,42,0,1,103
1851,1,1,0,1,1,0,1,1,60,1,1,2
1867,0,0,88,1,1,0,0,1,17,1,1,0
948,1,1,0,1,1,0,0,1,51,0,1,62
2077,0,0,8,0,1,47,0,0,13,0,0,29
1630,0,0,2299,0,0,2299,0,0,2304,0,0,2281
1796,1,1,0,1,1,17,1,1,0,0,1,1
1422,0,1,142,0,0,27,0,0,4,0,0,2
1788,1,1,0,1,1,0,1,1,30,1,1,0
1836,0,1,3,0,0,18,1,1,5,1,1,0
1500,0,1,12,0,0,24,0,0,24,0,1,42
2215,0,0,122,0,0,141,0,1,181,0,0,299
1914,0,0,73,0,0,66,0,0,81,0,0,43
1815,0,0,15,0,1,20,0,0,38,0,1,8
1277,0,1,29,0,1,73,0,0,268,0,0,194
1966,0,0,14,0,0,80,0,0,49,0,0,60
1937,0,0,16,0,1,47,0,0,60,0,0,110
1815,0,1,0,1,1,28,1,1,60,0,1,74
1016,0,0,287,0,0,148,0,0,32,0,0,54
1530,0,1,28,0,1,26,1,1,5,1,1,0
1111,0,0,95,0,0,52,1,1,0,0,1,2
1654,0,0,131,0,0,17,0,0,40,0,0,3
2494,1,1,0,0,1,84,0,0,0,0,1,8
1039,1,1,11,1,1,66,1,1,34,1,1,51
1543,0,0,0,1,1,66,0,0,1,0,0,15
1878,0,0,16,0,1,0,0,0,36,0,0,33
1784,1,1,14,1,1,0,1,1,10,1,1,2
2289,1,1,0,0,0,14,0,0,28,0,1,7
1967,0,0,15,0,0,13,0,0,87,0,0,74
1079,1,1,0,1,1,0,1,1,57,1,1,55
1812,0,0,222,0,0,222,0,0,3290,0,1,3
2167,0,1,22,0,1,44,0,1,153,0,1,174
2143,1,1,97,1,1,42,1,1,0,0,1,0
1729,0,0,655,0,0,757,0,0,971,0,0,976
1627,0,0,104,0,1,66,0,1,63,0,1,39
1718,0,0,35,0,0,17,0,1,0,1,1,0
2156,0,0,1100,0,0,1121,0,0,900,0,0,1089
1132,0,1,0,1,1,16,1,1,6,1,1,25
1834,0,1,188,0,1,159,0,1,113,0,1,148
2505,1,1,0,1,1,34,1,1,40,1,1,0
1454,0,0,43,0,0,76,0,0,94,0,0,3
1212,0,0,119,0,0,117,0,0,50,0,1,5
1348,0,0,17,0,1,14,0,0,148,0,0,59
1721,0,1,12,0,1,73,0,1,106,0,1,3
1118,0,0,474,0,0,288,0,0,113,0,0,138
1798,0,1,54,0,1,34,0,1,23,0,1,0
1144,1,1,0,1,1,9,0,1,16,1,1,26
1961,0,1,109,0,1,95,0,1,13,0,1,95
1892,0,0,118,0,0,142,0,0,79,0,1,51
1703,0,0,67,0,0,71,0,0,205,0,0,322
1822,0,1,0,1,1,33,0,0,0,1,1,1
1417,0,0,254,0,0,197,0,1,166,0,1,233
2061,0,0,30,0,1,22,0,1,31,0,1,0
1969,0,0,40,0,1,83,0,0,174,0,0,145
1777,1,1,8,0,0,0,0,1,0,1,1,0
1965,0,1,12,0,1,0,0,1,169,0,0,91
1151,0,0,14,0,1,40,0,1,2,1,1,0
1881,0,0,0,1,1,13,0,1,11,0,1,17
851,0,0,63,0,0,23,0,0,41,0,0,11
1611,0,0,0,1,1,17,0,0,39,0,0,22
2497,0,1,99,0,1,126,0,1,140,0,1,98
977,0,0,33,1,1,0,0,1,7,0,1,20
1784,0,0,610,0,0,585,0,0,587,0,0,534
2033,0,0,776,0,0,561,1,1,222,1,1,0
1629,0,1,31,1,1,61,0,0,82,0,0,97
1881,1,1,0,1,1,35,1,1,45,1,1,22
1825,0,0,0,1,1,45,0,0,25,0,0,32
1500,0,0,42,0,0,49,0,0,0,0,1,115
1378,0,0,224,0,0,324,0,0,337,0,0,388
2026,1,1,0,1,1,0,0,1,0,1,1,28
1548,0,1,0,1,1,73,1,1,0,1,1,37
1052,0,1,115,0,0,303,0,0,365,0,0,410
2268,0,1,0,1,1,22,0,1,35,0,0,28
2159,0,0,147,0,0,0,0,1,0,1,1,1227
1788,0,0,6,0,0,3,0,0,46,0,0,34
1495,0,0,120,0,0,119,0,0,42,0,0,35
962,0,0,30,0,0,197,0,0,95,0,0,58
2600,0,0,49,0,1,41,0,0,18,0,0,16
878,0,0,0,1,1,27,1,1,10,0,1,11
1027,0,1,41,0,1,41,0,1,53,0,1,18
1451,0,1,10,0,1,37,0,1,88,0,0,18
1423,0,0,23,0,0,25,0,0,65,0,0,85
1038,0,1,97,0,0,96,0,0,46,0,1,11
1753,0,0,14,0,1,47,0,0,84,0,0,2
951,1,1,0,1,1,0,1,1,0,1,1,0
2021,0,0,274,0,0,232,0,0,446,0,0,538
1166,1,1,22,1,1,91,0,1,67,0,1,38
2122,1,1,0,1,1,0,1,1,0,1,1,0
1528,0,0,12,0,1,75,0,0,150,0,0,59
1642,0,1,0,1,1,77,0,0,41,0,0,0
1693,0,1,0,0,1,61,0,1,18,1,1,0
1201,0,1,11,0,1,5,0,1,79,0,0,3
1521,1,1,94,1,1,79,0,1,0,1,1,0
2379,0,1,31,0,1,28,0,1,0,0,1,1
1904,0,0,0,1,1,0,0,1,48,0,1,28
1470,0,1,0,1,1,0,1,1,21,0,1,64
1753,0,1,21,0,1,53,1,1,0,0,0,0
1445,1,1,0,1,1,63,1,1,0,1,1,0
1503,1,1,56,0,1,36,0,1,2,0,1,19
2565,0,1,45,0,1,38,0,1,84,0,1,268
1459,0,1,30,1,1,0,0,0,16,0,0,74
893,0,1,233,0,0,156,0,0,75,0,0,86
1892,1,1,2,1,1,0,1,1,0,1,1,0
404,0,0,0,0,0,0,0,0,0,0,0,0
1643,1,1,0,0,0,0,1,1,26,1,1,0
2079,0,0,75,0,0,0,1,1,0,1,1,0
1242,1,1,70,0,0,459,0,0,279,0,0,358
2338,0,0,0,0,1,32,1,1,15,0,1,0
2049,0,0,90,0,0,49,0,0,150,0,0,177
2721,1,1,7,1,1,58,1,1,96,0,1,0
1677,0,0,32,0,0,31,1,1,25,0,1,45
1461,0,0,178,0,0,0,0,1,40,0,1,124
2010,1,1,0,1,1,67,0,1,102,0,1,2
1410,0,0,85,0,0,101,0,0,140,0,0,161
1493,0,0,69,0,1,31,0,1,30,0,1,22
2167,0,0,0,1,1,40,0,1,25,1,1,0
1297,0,0,6,0,1,56,1,1,15,0,1,8
2551,1,1,0,1,1,199,0,1,7,1,1,7
2011,0,1,8,0,1,56,0,1,7,0,1,42
1336,0,0,250,0,0,300,0,0,676,0,0,1895
1163,0,1,206,0,0,414,0,0,909,0,0,864
2005,0,0,13,0,1,0,1,1,65,0,1,1713
1300,1,1,0,1,1,0,1,1,0,1,1,54
1536,0,1,0,0,1,291,0,1,4,0,1,68
1348,0,0,38,0,0,77,0,0,61,0,0,9
1944,1,1,0,1,1,0,0,1,0,0,1,0
1249,0,1,121,0,1,99,0,1,84,0,1,64
2447,0,1,0,1,1,100,0,0,16,1,1,14
2428,0,0,0,1,1,4,0,1,3,1,1,41
1714,1,1,0,1,1,80,1,1,0,1,1,0
1581,0,0,274,0,1,305,0,0,368,0,0,317
1521,0,1,0,1,1,41,0,1,6,0,1,33
2182,0,1,0,1,1,106,1,1,43,1,1,0
767,0,0,571,0,0,590,0,0,836,0,0,741
1700,0,0,0,1,1,16,1,1,6,1,1,27
1786,1,1,0,1,1,12,1,1,15,1,1,9
2012,1,1,40,0,1,6,0,1,66,1,1,13
1865,0,1,23,0,1,70,0,1,49,0,1,8
2554,1,1,0,1,1,116,0,1,131,0,1,38
870,0,1,66,0,1,28,0,1,79,0,0,11
1872,1,1,0,1,1,0,1,1,0,1,1,16
1978,0,0,121,0,1,99,0,1,126,1,1,53
1473,0,0,0,1,1,37,0,0,33,0,0,55
1949,0,1,3,0,1,3,0,1,6,0,1,0
1818,0,0,13,0,0,124,0,0,16,0,1,0
1436,0,0,17,0,0,34,0,0,99,0,0,79
1994,0,1,0,1,1,0,0,1,0,1,1,0
549,0,0,35,0,0,38,0,0,93,0,0,77
1886,1,1,0,1,1,39,1,1,0,1,1,13
1722,0,0,31,0,1,56,1,1,15,0,1,16
1690,0,0,76,0,0,52,0,0,2,0,1,0
1415,0,0,55,0,0,49,0,0,30,0,0,44
1143,0,0,85,0,0,31,0,0,42,0,0,11
2007,0,0,0,1,1,69,0,0,141,1,1,44
1305,1,1,101,1,1,0,1,1,217,1,1,100
1129,0,1,0,1,1,28,0,1,0,0,1,81
1528,0,0,6,0,0,17,0,0,55,0,0,34
1365,0,0,46,0,0,43,1,1,0,1,1,0
2010,0,1,0,1,1,9,0,1,58,0,0,84
1978,0,0,139,0,0,3,0,0,6,1,1,0
2088,0,0,23,0,0,21,0,0,136,0,0,67
1222,0,1,116,0,1,95,0,1,142,0,0,220
2711,0,0,4,0,0,0,0,1,15,1,1,0
1541,0,0,174,0,0,261,0,0,183,0,0,84
1913,0,0,69,0,1,86,0,0,28,0,0,13
2449,0,0,54,0,0,25,0,0,0,0,1,49
2078,1,1,0,1,1,3,1,1,41,1,1,38
1513,0,1,48,0,1,44,0,1,113,0,1,24
2118,1,1,0,1,1,0,1,1,0,1,1,0
1796,1,1,0,1,1,0,1,1,0,1,1,0
1198,0,0,0,1,1,3,0,0,21,0,0,19
1794,0,1,21,0,1,17,1,1,33,0,1,19
1496,0,0,25,0,1,0,0,1,43,0,0,34
1609,0,0,9,0,0,118,0,0,101,0,0,104
2603,0,0,0,1,1,31,0,0,47,0,1,51
1307,1,1,0,0,1,33,0,1,40,0,1,33
2116,0,0,32,0,1,87,0,0,122,0,0,117
2245,0,1,0,1,1,21,1,1,47,1,1,0
2148,0,0,140,0,0,23,0,0,55,0,0,123
1904,0,1,2,0,1,25,1,1,16,0,1,0
1860,0,0,85,0,0,155,0,0,174,0,0,148
1406,0,1,192,0,1,217,0,1,136,0,1,185
1543,0,0,121,0,0,187,0,0,208,0,0,219
1336,0,1,0,1,1,36,1,1,39,0,1,62
885,0,1,0,1,1,93,0,0,120,1,1,9
1517,1,1,0,1,1,0,1,1,23,1,1,26
1579,0,0,9,0,0,29,0,0,23,0,0,19
1804,0,0,56,0,1,32,0,1,53,1,1,0
2374,0,1,145,0,0,146,0,0,74,0,0,116
1844,0,1,261,0,0,261,0,0,101,0,1,219
2203,0,0,0,0,1,23,1,1,12,0,1,15
2328,1,1,0,1,1,42,0,0,0,1,1,21
1761,0,1,0,1,1,0,1,1,0,0,1,9
2361,1,1,0,1,1,274,1,1,234,1,1,13
1548,1,1,15,0,1,47,0,0,15,0,1,39
2220,1,1,103,0,0,175,0,0,34,1,1,0
1526,0,0,13,0,1,525,0,0,425,0,0,470
1099,0,0,0,1,1,2,1,1,0,1,1,26
1801,1,1,0,1,1,0,1,1,30,1,1,0
1735,1,1,0,1,1,0,0,1,23,0,0,28
2224,0,0,129,0,0,6,0,0,182,0,0,396
1589,0,0,25,0,1,140,0,0,127,0,0,137
1292,1,1,0,0,0,0,1,1,139,1,1,0
1115,1,1,0,1,1,13,0,1,151,0,0,93
1522,0,0,6,0,1,57,0,1,111,0,0,113
1676,0,1,61,0,0,140,0,0,98,0,0,65
1153,1,1,31,1,1,0,1,1,74,0,1,26
1500,0,0,44,0,1,47,0,1,31,0,0,124
1871,0,0,118,0,0,157,0,0,166,0,0,262
1510,0,0,0,1,1,43,0,1,50,1,1,31
1919,0,1,109,0,1,89,1,1,49,0,1,3
1777,0,0,0,0,1,54,0,0,53,0,0,5
1966,1,1,0,1,1,16,1,1,36,1,1,0
2538,1,1,11,1,1,0,0,1,4,0,1,9
1222,1,1,0,1,1,111,0,1,22,0,1,21
1864,0,0,3,0,1,126,1,1,2,1,1,21
2279,0,1,0,1,1,0,1,1,0,0,1,0
2061,1,1,0,1,1,117,0,1,108,1,1,46
1952,0,0,132,0,0,132,0,1,114,0,0,126
2419,0,1,67,0,1,131,0,1,53,0,1,33
2600,0,1,72,0,0,90,0,0,36,1,1,41
1907,0,0,117,0,0,140,1,1,80,0,1,148
2209,0,0,23,0,0,20,0,0,14,0,0,11
1914,1,1,0,1,1,63,1,1,7,1,1,0
1675,1,1,65,0,1,238,0,1,252,0,1,553
1426,0,0,0,1,1,31,0,1,16,0,1,51
1703,0,0,102,0,1,156,0,0,99,0,0,106
2258,0,0,19,0,1,129,0,1,48,0,1,164
1895,0,0,29,0,1,56,0,0,43,0,0,50
1493,1,1,0,1,1,0,1,1,0,1,1,0
1643,0,0,82,0,1,28,0,1,126,0,0,103
1473,0,1,0,1,1,40,0,0,137,0,0,153
1852,0,0,92,0,1,103,0,0,33,0,0,68
2139,1,1,0,1,1,6,1,1,13,1,1,0
1525,1,1,0,0,1,569,0,1,466,0,1,467
1641,0,0,18,0,0,13,0,0,35,0,1,34
1998,0,0,669,0,0,663,0,0,639,0,0,749
1996,0,0,69,0,0,79,0,0,39,0,1,118
1808,0,1,30,0,1,50,0,0,129,0,0,131
2468,1,1,0,1,1,60,0,1,32,0,0,1779
1841,1,1,0,1,1,23,1,1,12,0,1,0
1770,0,0,0,0,1,83,0,0,93,0,0,49
1348,0,0,0,1,1,0,1,1,22,1,1,94
2177,0,0,49,0,0,46,0,1,29,1,1,37
1219,0,0,133,0,0,40,0,1,0,1,1,5
2092,0,0,52,0,0,55,0,0,977,0,1,0
1113,0,0,43,0,1,112,0,0,56,1,1,2
2096,0,1,11,0,1,29,1,1,0,1,1,24
1254,0,0,3,0,1,22,0,0,13,0,1,0
2054,0,1,0,1,1,22,1,1,73,0,0,35
2082,0,1,25,0,1,24,0,1,1,0,0,0
1935,0,0,0,1,1,28,0,1,0,1,1,0
1513,1,1,0,1,1,25,0,1,18,1,1,1
1877,0,1,121,0,1,127,0,1,292,0,1,286
1919,0,0,66,0,0,57,0,0,48,0,0,67
1766,1,1,5,1,1,30,1,1,0,1,1,0
2342,0,1,0,1,1,44,0,1,58,0,1,4
2139,0,0,46,1,1,67,0,1,46,0,0,15
1774,0,0,16,0,0,42,0,0,25,0,0,47
2113,0,0,7,0,1,34,0,0,19,1,1,17
2151,0,0,35,0,1,78,0,0,62,0,0,76
1647,0,0,85,0,0,42,0,0,163,0,0,160
2394,0,0,13,0,0,11,1,1,22,0,1,0
1508,0,1,0,1,1,39,0,0,39,0,1,42
1348,0,1,34,0,1,32,1,1,30,1,1,0
1526,0,0,0,1,1,259,1,1,40,0,1,34
1822,0,0,30,0,0,41,0,0,64,0,0,103
1693,0,1,41,0,1,59,0,1,0,1,1,0
1616,1,1,0,1,1,0,0,1,0,0,1,0
1836,0,1,0,1,1,48,0,0,40,0,0,58
1213,0,1,94,0,1,131,0,1,17,0,1,3
1865,1,1,4,1,1,57,1,1,12,1,1,0
1685,0,1,0,1,1,24,0,1,58,0,1,22
2143,0,1,71,0,0,76,0,0,96,0,0,31
1424,0,1,0,1,1,36,0,1,16,1,1,0
2034,0,0,15,0,1,35,0,0,36,0,0,22
1362,0,1,0,1,1,13,0,1,40,0,0,15
2321,0,0,63,0,0,85,0,0,37,0,0,116
1590,0,0,336,0,0,332,0,0,359,0,0,454
1155,0,1,25,0,0,49,0,1,0,1,1,10
1226,1,1,24,0,1,49,0,1,41,0,1,0
1815,0,0,98,0,0,197,0,0,90,0,0,106
2127,0,1,74,0,1,73,0,1,18,0,0,40
1852,0,0,0,1,1,41,1,1,38,1,1,18
1349,0,0,108,0,0,415,0,0,183,0,0,155
1870,0,0,28,0,0,18,0,1,28,0,0,49
976,1,1,0,1,1,0,1,1,0,1,1,0
2381,0,0,0,1,1,0,1,1,81,1,1,0
2316,0,1,0,1,1,16,1,1,25,1,1,0
1342,0,0,1,0,1,61,1,1,23,0,0,92
1514,1,1,48,0,0,142,0,0,20,0,0,456
1772,1,1,4,1,1,66,0,1,0,1,1,0
1520,0,0,907,0,0,286,0,0,376,0,0,655
2204,0,0,54,0,0,46,0,0,26,1,1,3
1440,1,1,0,1,1,0,1,1,0,1,1,0
1182,1,1,0,0,1,17,1,1,0,1,1,4
1631,0,0,0,1,1,235,0,0,67,0,0,28
1950,0,0,389,0,0,88,0,0,46,0,0,34
2371,1,1,16,1,1,11,0,0,27,1,1,26
1411,0,0,37,0,0,52,0,0,0,0,0,0
1442,0,1,121,0,1,131,0,0,270,0,1,137
1562,1,1,0,1,1,118,1,1,0,1,1,10
2361,0,1,0,1,1,0,1,1,169,0,0,163
1040,1,1,0,1,1,0,0,1,116,0,1,0
1194,0,0,37,0,1,35,1,1,89,0,0,103
2283,1,1,0,1,1,73,1,1,0,1,1,23
1911,1,1,4,1,1,0,1,1,0,1,1,0
1811,1,1,3,1,1,0,1,1,0,1,1,3
2350,0,0,29,0,1,47,0,0,19,0,0,32
873,0,0,78,0,1,80,0,0,158,0,0,176
1955,0,0,0,1,1,0,1,1,0,1,1,0
1500,0,0,69,0,0,215,0,0,127,0,0,74
1968,1,1,0,1,1,87,1,1,4,1,1,0
1273,0,0,148,0,0,147,0,1,9,0,0,36
2083,0,1,0,1,1,315,0,0,291,0,0,1633
1463,0,1,0,1,1,0,1,1,0,1,1,0
1215,0,0,11,0,1,16,0,1,44,0,0,39
1585,0,1,3,0,1,55,0,1,106,0,0,89
1019,0,0,91,0,0,0,0,0,152,0,0,1
1363,0,1,18,0,1,23,0,0,63,0,0,24
1701,1,1,0,1,1,2,1,1,4,1,1,0
666,0,1,79,0,1,21,0,0,44,0,1,108
1705,0,0,76,1,1,224,0,0,135,0,0,75
1825,0,0,115,0,0,105,0,1,34,0,0,12
1700,0,0,103,0,1,96,0,1,130,0,0,83
1207,0,0,5,0,0,19,0,0,50,0,0,46
1711,0,0,77,0,1,83,0,0,183,0,0,181
2039,0,0,75,0,0,71,0,0,21,0,1,15
1994,0,0,51,0,0,84,0,0,192,0,0,190
1250,0,0,28,0,0,34,0,0,46,0,0,60
1179,0,0,515,0,0,599,0,0,464,0,0,811
1108,1,1,0,1,1,0,1,1,122,1,1,0
1529,1,1,5,1,1,39,1,1,71,0,1,0
1402,1,1,0,1,1,0,1,1,114,1,1,16
1793,0,1,0,0,1,0,1,1,0,1,1,0
1888,0,1,0,0,0,67,0,1,72,1,1,17
1437,0,0,71,0,1,123,0,0,106,0,0,164
1363,1,1,53,1,1,25,0,0,87,0,1,0
2111,0,1,53,0,1,139,1,1,0,0,1,33
1442,0,0,18,0,1,69,0,0,109,0,0,69
2097,0,1,0,1,1,17,1,1,0,1,1,0
1387,1,1,25,1,1,72,1,1,22,1,1,68
2533,0,1,30,0,1,10,1,1,45,1,1,10
1483,0,0,78,0,0,94,0,1,56,0,0,38
1175,0,1,20,0,1,0,0,1,1571,0,0,1416
1856,0,0,62,0,0,62,0,0,94,0,0,94
1729,0,1,1919,0,1,2002,0,0,1977,0,0,1909
1151,0,1,0,0,1,38,1,1,0,0,1,54
1679,1,1,0,1,1,10,0,1,13,0,1,2
1056,0,0,226,0,0,240,0,0,260,0,0,239
2210,0,1,0,1,1,0,0,1,59,0,0,67
956,0,0,105,0,0,105,0,0,78,0,0,42
1551,0,0,82,0,0,99,0,0,19,0,0,73
1229,0,1,88,0,0,139,0,0,11,0,1,71
1997,0,0,17,0,0,53,0,1,49,1,1,3
1815,0,0,25,0,0,43,0,0,19,0,0,75
1606,0,0,61,0,0,57,1,1,0,1,1,0
1838,0,0,123,0,0,103,0,0,95,0,0,77
946,1,1,0,1,1,9,1,1,15,0,1,0
1737,0,1,7,0,1,168,0,0,82,0,0,117
1399,0,1,81,0,1,213,1,1,53,0,1,4
1866,0,0,288,0,0,36,0,0,81,0,0,56
1459,0,0,0,1,1,0,0,1,0,1,1,0
1568,0,1,70,0,0,49,0,1,104,0,0,101
2082,0,0,0,1,1,101,0,0,52,0,1,4
1402,1,1,22,1,1,90,0,1,9,0,1,0
1328,0,0,58,0,0,88,0,0,92,0,0,36
1195,0,0,77,0,1,107,0,0,68,0,1,43
2227,1,1,0,1,1,43,0,1,89,0,0,101
1417,0,1,0,1,1,0,0,1,53,1,1,29
2463,0,0,0,1,1,33,0,1,58,0,0,47
