elo,match32,top3_32,cploss32,match256,top3_256,cploss256,match4096,top3_4096,cploss4096,match65536,top3_65536,cploss65536
1884,0,1,1,0,1,0,0,0,65,0,0,94
1994,1,1,0,1,1,0,0,1,88,0,1,40
1760,0,0,63,0,0,40,0,0,24,0,0,14
1367,1,1,9,1,1,11,0,1,77,0,1,77
2445,0,0,0,1,1,28,1,1,11,0,0,14
1968,0,0,343,0,0,358,0,0,55,0,1,90
1066,0,1,0,1,1,0,0,1,48,0,0,41
1921,0,0,0,1,1,0,0,1,0,1,1,0
2050,0,0,162,0,0,138,0,0,59,0,0,64
1395,0,1,24,0,1,27,0,0,33,0,0,30
2102,0,1,2057,0,1,1874,0,1,5,0,1,4
2253,1,1,0,1,1,33,1,1,98,0,1,0
1507,0,0,44,0,1,38,0,1,182,0,0,347
2141,0,0,41,0,0,39,0,0,54,0,0,41
1001,0,1,346,0,0,456,0,0,433,0,0,425
1937,0,0,87,0,0,78,0,0,119,0,1,123
2139,0,0,83,0,0,0,1,1,55,1,1,35
1419,1,1,26,1,1,0,1,1,0,0,0,14
2177,0,0,147,0,0,147,0,1,476,0,0,321
1180,0,0,563,0,1,592,0,1,18,0,1,2
1966,1,1,8,1,1,67,0,0,42,0,0,37
2141,0,0,52,0,0,70,0,0,103,0,0,113
1641,1,1,0,1,1,47,1,1,8,1,1,1
2140,0,0,37,0,0,103,0,0,68,0,0,88
2110,0,0,37,0,1,70,0,0,56,0,0,40
1126,0,0,685,0,0,362,0,0,569,0,0,838
2270,1,1,0,1,1,61,1,1,30,1,1,0
1213,0,0,65,0,1,50,1,1,62,0,0,23
1822,0,0,33,0,0,108,0,0,179,0,0,53
1634,0,1,27,0,1,0,1,1,59,0,0,51
1396,0,1,0,0,1,6,0,1,70,0,1,62
1140,0,0,2296,0,0,2296,0,0,2102,0,0,2064
2066,0,1,33,0,0,40,0,1,31,0,0,39
1677,1,1,0,1,1,67,0,1,29,0,1,0
1997,0,1,105,1,1,73,0,0,97,0,0,33
1289,0,1,15,0,1,15,0,1,22,0,1,19
2244,0,0,16,0,1,39,0,0,161,0,0,105
1775,0,1,0,1,1,56,1,1,0,1,1,44
2666,0,0,26,1,1,31,0,1,43,0,0,28
1200,0,0,0,1,1,99,0,1,32,0,0,25
1646,0,1,33,0,1,0,0,1,39,1,1,18
1990,1,1,18,0,1,58,0,1,26,1,1,28
2536,0,0,129,0,0,102,0,0,113,0,0,55
1396,0,1,0,1,1,46,0,1,31,0,0,51
1361,1,1,0,0,1,56,1,1,10,0,1,11
1498,0,1,46,0,1,43,1,1,21,1,1,0
1842,0,0,56,0,1,4,1,1,0,0,1,0
1523,0,0,47,0,0,91,0,0,95,0,0,113
1724,1,1,94,0,1,49,0,0,81,0,0,50
1038,1,1,0,1,1,0,1,1,20,0,1,1
1439,0,0,0,1,1,0,1,1,0,1,1,0
1465,0,0,0,1,1,0,0,1,39,0,1,0
1342,0,0,59,0,0,70,0,0,84,0,0,90
2018,0,1,21,1,1,48,1,1,18,1,1,0
1645,0,1,26,0,0,127,0,0,114,0,1,217
1996,0,0,128,0,0,173,0,0,124,0,0,128
1851,0,0,90,0,0,0,0,1,0,0,1,264
2345,0,0,3,0,1,12,0,1,7,0,0,5
2406,0,1,0,1,1,30,1,1,24,1,1,12
1436,0,1,7,0,1,117,0,0,17,1,1,0
1911,0,0,58,0,0,58,0,0,35,0,0,43
1448,0,0,969,0,0,990,0,0,1110,0,0,1143
1776,0,1,9,0,0,77,0,0,48,0,0,81
1040,0,1,154,0,1,214,0,1,218,0,0,283
1641,0,1,38,0,1,31,0,0,67,0,0,108
1696,1,1,5,1,1,39,0,0,10,0,0,51
1861,0,0,1805,0,0,1857,0,0,1907,0,0,1898
1765,1,1,26,0,1,0,0,1,0,1,1,0
1578,1,1,53,1,1,0,1,1,0,0,1,27
2136,0,0,116,0,0,77,1,1,12,1,1,9
1392,0,0,123,0,1,86,0,0,1823,0,1,1835
885,0,0,15,0,0,47,0,0,8,1,1,15
963,1,1,0,1,1,21,1,1,0,0,1,23
1742,0,1,70,0,0,141,0,0,51,0,0,68
2183,0,0,0,1,1,33,0,1,37,1,1,0
991,1,1,0,1,1,0,1,1,31,1,1,0
1714,0,1,57,0,0,41,1,1,1,0,1,4
1487,1,1,0,1,1,0,0,1,58,0,0,38
1424,0,1,0,0,1,0,1,1,9,1,1,0
2448,0,1,0,1,1,82,0,1,0,0,0,69
1401,0,0,27,0,1,94,0,0,88,0,0,83
1254,1,1,0,1,1,48,0,1,122,0,0,50
2271,0,0,0,0,1,72,0,0,73,0,0,84
2342,0,1,26,0,1,29,0,1,0,1,1,19
2685,0,1,49,0,1,153,0,1,14,0,1,99
2151,1,1,0,1,1,49,1,1,0,1,1,23
1715,1,1,9,0,1,22,0,1,0,1,1,1
1839,0,0,98,0,0,65,0,0,29,0,1,81
1775,0,0,0,1,1,0,1,1,14,1,1,1
1595,0,1,0,0,1,30,0,1,82,0,1,2
1898,1,1,0,1,1,63,1,1,39,0,1,46
2158,0,0,144,0,1,14,0,0,0,0,0,36
1180,1,1,194,0,0,413,0,0,177,0,0,223
1918,0,0,53,0,0,12,0,0,48,0,1,15
1787,0,1,7,0,1,4,0,0,1,0,1,7
1477,0,1,395,0,0,451,0,0,573,0,0,475
1760,0,0,279,0,1,388,0,0,143,0,0,201
2047,0,0,0,1,1,78,0,0,47,0,0,32
1960,1,1,0,1,1,11,1,1,0,1,1,0
1596,1,1,0,1,1,42,1,1,13,1,1,2
2208,1,1,0,1,1,15,0,1,0,1,1,24
1497,0,0,111,0,0,82,0,0,32,0,0,61
960,0,1,0,0,1,4,1,1,0,0,1,19
2127,0,1,21,0,1,72,0,0,0,0,0,0
1169,0,0,152,0,1,45,0,0,171,0,0,187
2205,0,1,17,0,1,13,1,1,36,1,1,0
1342,0,0,97,0,0,104,1,1,0,0,0,68
1109,0,0,20,0,1,0,0,1,0,0,1,0
2223,1,1,0,1,1,0,1,1,0,1,1,0
2473,1,1,0,0,0,22,1,1,1,1,1,0
1023,0,0,140,0,0,159,0,0,250,0,0,50
1888,1,1,0,1,1,0,1,1,0,1,1,0
1391,0,0,73,0,0,122,0,0,0,0,0,107
1114,0,1,4,0,1,4,0,1,44,0,1,40
1681,0,1,92,0,0,225,0,0,132,0,0,174
615,0,0,79,0,1,79,0,0,45,0,0,95
1795,0,0,74,0,0,117,0,0,26,0,0,0
2542,1,1,8,1,1,57,0,1,0,1,1,0
1739,1,1,0,1,1,66,1,1,0,1,1,28
1365,1,1,0,1,1,58,1,1,54,1,1,9
2051,0,0,17,0,1,72,0,0,94,0,0,0
1645,0,0,92,0,1,96,0,1,262,0,1,287
1806,1,1,0,1,1,0,1,1,61,1,1,0
2100,0,0,0,1,1,47,0,0,65,0,0,45
1638,0,0,18,0,1,113,0,0,101,0,0,62
1151,1,1,0,1,1,30,1,1,0,1,1,0
1790,0,0,0,1,1,62,0,0,250,0,0,389
1255,1,1,0,1,1,0,1,1,33,0,1,4
1675,0,0,568,0,0,39,0,0,1,0,0,22
2100,0,0,130,0,0,289,0,0,166,0,0,153
1470,0,0,0,1,1,39,1,1,42,0,1,51
1869,0,0,52,0,0,137,0,0,38,0,1,21
2288,1,1,5,1,1,18,0,1,55,0,1,5
1262,1,1,14,1,1,10,0,1,60,1,1,0
549,0,0,92,0,1,537,0,0,2034,0,0,1865
1566,0,1,0,1,1,46,0,0,101,0,0,45
2193,0,1,0,1,1,0,1,1,18,1,1,0
1712,1,1,0,1,1,45,0,1,43,0,1,34
1077,0,0,3547,0,0,3547,0,0,3278,0,0,3269
1219,0,0,0,1,1,70,0,0,11,0,1,0
1655,0,0,6,0,0,13,0,0,24,0,0,34
1791,1,1,19,0,1,97,0,0,9,0,1,34
2349,0,1,72,0,1,0,0,1,14,0,1,3
1493,0,1,0,1,1,45,0,0,126,0,0,94
1459,0,1,86,0,1,35,0,1,97,0,0,95
1769,1,1,241,0,0,108,1,1,20,1,1,76
1210,0,1,18,0,1,22,0,1,201,0,1,127
1792,0,1,28,0,1,13,0,1,76,0,1,47
2167,0,0,43,0,1,0,1,1,0,0,1,0
1420,0,0,92,0,0,89,0,0,139,0,0,119
1981,0,1,54,0,1,93,1,1,42,0,1,29
1757,0,0,267,0,0,69,0,0,85,0,0,0
2139,0,1,0,1,1,5,1,1,34,1,1,7
1253,0,0,182,0,0,217,0,0,295,0,0,252
1886,0,0,14,0,1,30,0,0,124,0,0,66
1162,0,0,208,0,0,306,0,0,416,0,0,282
1681,0,0,0,0,1,24,0,0,52,0,0,11
1899,0,1,46,0,1,119,0,0,82,0,0,97
1452,0,0,94,0,0,21,0,0,73,0,0,109
1696,0,1,0,1,1,105,1,1,0,0,1,9
1454,1,1,0,1,1,0,1,1,61,1,1,2
1968,0,0,0,1,1,35,1,1,94,0,0,35
2406,0,1,0,1,1,48,1,1,21,1,1,15
1761,0,1,0,1,1,0,1,1,31,1,1,0
2414,0,0,9,0,1,37,1,1,0,0,0,57
2046,0,1,0,1,1,0,1,1,0,1,1,4
1913,0,1,32,0,1,71,0,1,89,0,1,0
1956,0,0,0,1,1,31,0,0,8,0,1,0
1209,0,0,3,0,1,52,0,0,11,0,0,14
2161,0,1,10,0,1,7,0,1,6,0,0,25
1452,0,1,0,1,1,0,0,1,8,0,1,0
2234,0,0,14,0,1,64,0,0,99,0,0,45
1847,0,1,48,0,0,93,0,0,0,0,0,72
1281,0,0,144,0,0,149,0,0,142,0,0,76
2141,1,1,0,1,1,58,1,1,0,1,1,0
1058,0,1,10,0,1,16,0,1,0,0,1,0
1231,0,1,12,0,1,10,1,1,0,0,0,21
1638,0,0,55,0,0,12,0,0,123,0,0,65
1792,0,0,24,0,1,58,0,0,96,0,0,38
2072,0,1,25,0,1,49,0,1,26,0,0,42
2107,1,1,2231,0,0,2113,0,0,2124,0,0,2099
1500,0,1,23,0,1,0,1,1,48,1,1,1379
916,1,1,0,1,1,0,1,1,91,1,1,0
2069,0,0,0,1,1,21,1,1,42,1,1,6
1476,0,1,103,0,1,36,0,1,87,0,1,144
2222,1,1,297,1,1,0,0,1,2424,1,1,0
2452,0,0,2,0,1,8,1,1,0,0,1,62
1397,0,0,120,0,0,3,0,0,73,0,0,66
1811,0,1,219,0,1,292,0,0,307,0,0,270
1728,0,0,42,0,1,38,0,0,123,0,0,105
1801,0,0,22,0,1,107,0,0,0,0,1,4
1839,1,1,0,1,1,12,1,1,0,1,1,0
2533,0,0,420,0,0,277,0,0,647,0,0,3516
1360,0,0,56,0,0,14,0,0,26,0,1,17
1062,1,1,0,1,1,0,0,1,0,0,1,0
1387,0,0,76,0,0,63,0,0,62,0,0,93
2092,1,1,0,1,1,52,1,1,39,0,1,33
1929,0,0,178,0,0,74,0,1,83,0,1,0
2344,0,1,7,0,1,207,0,0,418,0,0,2164
2429,0,0,88,0,1,203,0,0,74,0,0,72
1863,1,1,17,0,1,13,1,1,53,0,1,26
1614,0,1,14,1,1,0,1,1,0,1,1,28
2267,1,1,2,1,1,44,0,0,0,1,1,9
1499,0,1,0,1,1,52,0,0,68,0,1,6
1301,1,1,101,0,1,56,1,1,62,0,0,16
2367,0,0,91,0,0,115,0,1,39,0,1,118
1827,0,1,7,0,1,471,0,1,3,1,1,21
1175,0,0,3,0,1,69,0,0,137,0,0,88
2110,1,1,15,0,0,9,0,1,17,1,1,6
1750,0,0,122,0,0,0,0,1,26,0,1,21
1757,1,1,0,1,1,0,0,1,8,0,1,0
1993,0,1,100,0,1,78,1,1,0,1,1,0
2065,0,1,0,1,1,0,1,1,88,0,1,0
1605,1,1,0,1,1,51,0,0,160,0,0,37
549,0,0,201,0,0,112,0,0,287,0,0,294
1411,0,0,35,0,0,61,0,0,99,0,0,102
1641,0,1,55,0,1,25,1,1,0,1,1,2
1807,0,0,0,1,1,61,1,1,0,1,1,27
1353,0,1,0,1,1,0,0,1,6,1,1,0
1053,0,1,135,0,0,93,0,1,109,0,0,136
2282,1,1,0,1,1,10,1,1,15,0,1,12
1266,1,1,8,1,1,119,1,1,11,1,1,0
1633,0,0,0,0,1,101,0,1,33,0,0,33
2219,0,1,5,0,0,79,0,0,77,0,0,57
2077,1,1,0,0,1,31,0,1,38,0,1,76
1363,0,0,99,0,0,127,0,0,190,0,0,132
1206,0,1,28,0,1,0,0,1,17,1,1,0
2081,1,1,0,1,1,0,1,1,94,1,1,88
1137,0,0,24,0,1,24,0,1,68,0,1,16
1247,1,1,0,1,1,198,1,1,60,0,1,55
1342,0,0,0,0,0,27,1,1,0,1,1,39
1944,1,1,0,1,1,0,1,1,0,1,1,0
1358,0,0,406,0,0,427,0,0,524,0,0,458
1700,0,1,6,0,1,18,0,0,104,0,1,158
1808,0,0,85,0,1,189,0,1,18,1,1,5
1901,0,1,14,0,1,27,0,1,83,0,1,40
2139,0,0,17,0,0,57,0,0,171,0,0,103
1612,0,0,4,0,1,41,0,1,0,0,1,38
1634,0,0,23,0,1,62,0,1,29,0,1,28
2146,0,0,49,0,1,25,0,0,37,0,0,21
2170,0,0,119,0,0,36,0,0,13,0,1,0
1922,0,0,56,0,0,370,0,0,311,0,0,1915
2440,1,1,0,1,1,58,1,1,100,1,1,70
1729,0,0,72,0,0,69,0,0,48,0,0,50
1603,1,1,0,1,1,28,1,1,8,1,1,16
1846,1,1,24,0,1,14,0,1,21,0,0,43
1143,1,1,0,1,1,0,1,1,0,1,1,0
1514,0,0,0,1,1,22,0,0,38,0,0,24
1203,0,1,0,1,1,59,0,1,45,0,1,47
1255,1,1,0,1,1,20,1,1,43,0,1,24
2150,0,1,65,0,1,41,0,0,33,0,0,0
1418,0,1,485,0,0,660,0,0,552,0,0,703
2449,1,1,0,1,1,29,0,1,53,1,1,36
1924,0,0,0,1,1,0,0,1,50,1,1,2039
1702,0,0,32,0,0,0,1,1,87,0,0,14
2547,0,1,17,0,1,110,1,1,36,0,1,16
2097,1,1,182,1,1,39,0,1,16,1,1,29
1360,0,0,391,0,0,33,0,0,138,0,0,1850
1886,0,1,155,0,1,0,0,1,44,0,1,70
1870,1,1,0,1,1,71,0,1,19,1,1,0
1164,0,0,1,0,1,34,0,1,15,0,1,14
2344,0,1,0,1,1,59,1,1,30,0,0,35
2526,0,0,63,0,0,63,0,0,70,0,0,46
1453,1,1,77,1,1,0,1,1,0,1,1,8
1099,0,0,170,0,0,236,0,0,252,0,0,275
2486,0,1,0,0,1,0,0,0,0,0,0,0
1495,0,1,17,0,1,57,0,0,120,0,0,100
1985,0,0,181,0,1,282,0,0,2114,0,0,2056
1341,0,1,74,0,1,111,0,1,71,0,0,53
1962,1,1,38,0,1,60,0,1,70,0,0,86
2445,1,1,0,1,1,0,1,1,0,1,1,145
1428,0,1,229,0,0,238,0,0,13,1,1,0
2538,0,1,44,0,1,106,0,0,42,0,0,37
2533,0,0,167,0,0,100,0,0,132,0,0,84
2048,0,1,408,0,0,472,0,0,689,0,0,893
2106,0,1,15,0,1,11,1,1,0,1,1,0
1384,1,1,52,1,1,38,1,1,26,1,1,0
2265,0,0,22,0,0,35,0,0,147,0,0,325
1913,0,0,0,1,1,28,1,1,9,0,0,0
2444,1,1,0,1,1,16,1,1,74,1,1,14
1678,0,0,9,0,1,20,0,1,0,0,1,9
1859,0,0,13,0,0,0,0,0,40,0,1,0
2095,0,1,0,1,1,42,0,1,31,0,1,0
1839,0,1,50,0,0,145,0,0,0,0,1,18
1772,0,0,67,0,1,110,0,0,46,0,0,59
1927,0,0,255,0,0,260,0,0,232,0,0,152
1841,0,1,19,0,1,0,1,1,8,0,1,0
1985,0,0,18,0,0,3,0,0,0,0,0,1
1011,0,0,68,0,0,95,0,0,113,0,0,113
1891,1,1,0,1,1,0,1,1,10,1,1,20
1159,0,0,58,0,0,75,0,0,38,0,0,38
1632,0,0,56,0,0,68,0,1,26,0,0,11
1489,1,1,0,1,1,139,0,0,151,0,0,105
1482,0,1,100,0,1,212,0,1,149,0,0,111
1522,0,0,39,0,1,0,0,0,127,0,0,38
1688,0,0,0,0,1,11,0,0,109,0,1,76
1367,0,0,16,0,1,55,0,0,123,0,0,139
1621,0,0,229,0,1,290,0,0,32,0,1,0
2685,0,1,14,0,1,22,0,1,15,0,1,0
1444,0,0,8,0,1,33,0,0,148,0,0,93
1153,0,0,23,0,0,32,0,0,139,0,0,102
2407,0,0,12,0,1,70,1,1,56,0,1,51
1580,0,0,0,1,1,77,0,1,56,0,0,71
978,0,1,48,0,1,117,0,0,40,0,0,31
937,0,0,108,0,0,29,1,1,0,1,1,0
2057,0,0,14,0,0,67,0,0,19,1,1,1
1625,1,1,3,1,1,39,1,1,0,1,1,0
1202,0,1,13,0,1,24,0,1,0,0,1,11
1739,0,0,205,0,0,332,0,0,336,0,0,303
2314,0,0,41,0,0,0,1,1,49,0,0,11
2054,0,0,387,0,0,398,0,0,392,0,0,329
1793,0,0,126,0,0,137,0,0,203,0,0,213
1259,0,0,67,0,0,46,0,0,23,0,0,34
991,0,1,11,0,1,122,0,1,9,0,1,210
1613,1,1,0,1,1,2,1,1,1,1,1,4
1689,0,0,79,0,1,106,0,0,33,0,0,44
1324,0,0,108,0,0,25,0,0,99,0,0,218
1800,1,1,0,1,1,0,1,1,2,1,1,0
1900,0,1,73,0,0,26,0,1,22,0,0,52
1542,0,0,0,1,1,0,1,1,0,1,1,25
1715,0,0,0,0,0,11,0,0,80,0,0,0
1281,1,1,0,1,1,14,0,0,1354,0,0,2
1382,0,0,206,0,0,214,0,0,140,0,0,152
1308,0,0,23,0,1,79,0,0,84,0,0,53
1650,1,1,0,1,1,39,1,1,0,0,1,0
1886,0,1,55,0,1,0,0,0,82,0,0,105
1904,0,0,6,0,1,26,0,0,14,0,0,79
1630,1,1,0,1,1,34,1,1,0,1,1,0
1323,0,0,83,0,0,49,0,0,188,0,0,208
1687,0,0,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,1,1,38,0,0,50,0,1,22
1817,0,0,0,0,1,114,0,0,67,0,0,58
1414,0,0,90,0,1,0,0,0,140,0,0,212
944,0,0,108,0,0,152,0,0,35,0,0,49
2025,1,1,0,1,1,54,1,1,0,1,1,0
1841,0,0,158,0,0,137,0,0,99,0,0,91
1930,0,1,0,1,1,69,0,0,204,0,0,322
1641,0,0,164,0,0,161,0,0,133,0,0,63
1836,0,1,4,0,1,1,1,1,1,1,1,3
1975,0,1,20,0,1,0,0,0,0,1,1,32
2345,0,0,0,1,1,15,1,1,1,0,1,3
1848,0,1,0,1,1,18,0,1,16,0,1,0
1753,0,0,138,0,0,59,1,1,221,0,0,119
1582,0,1,0,1,1,24,0,1,17,0,0,23
1577,0,1,0,1,1,22,1,1,0,1,1,14
1769,0,1,28,0,1,54,0,0,33,0,0,31
1204,0,0,62,0,1,13,0,1,53,0,1,66
1695,0,0,0,1,1,0,0,1,88,0,0,84
810,0,0,30,0,0,123,0,0,76,0,0,103
1626,0,0,94,0,1,3,0,0,26,0,0,21
2028,0,1,8,0,1,0,1,1,0,1,1,3
2110,0,0,11,0,1,149,0,0,119,0,0,93
1927,0,1,0,1,1,43,1,1,0,0,1,9
2011,1,1,14,1,1,42,1,1,32,0,1,1
1948,0,0,0,1,1,1,1,1,3,1,1,14
2143,1,1,0,1,1,0,1,1,20,1,1,5
1678,0,0,68,0,0,137,0,0,121,0,0,161
2433,1,1,0,1,1,42,0,1,10,1,1,0
1581,1,1,0,1,1,1928,0,0,1646,0,0,1641
2770,1,1,0,1,1,66,1,1,2,1,1,5
1727,0,1,6,0,1,17,0,1,3,1,1,4
1480,0,1,1,0,1,10,0,0,52,0,0,64
1226,0,1,56,0,1,56,0,0,99,0,0,124
1174,1,1,151,0,1,135,0,1,62,0,1,82
910,0,0,30,0,0,3,0,1,81,0,1,125
2025,1,1,0,1,1,0,1,1,0,1,1,0
1342,0,0,42,0,1,70,0,0,11,1,1,1
1946,0,0,109,0,1,103,0,1,13,1,1,32
1500,0,0,103,0,0,123,0,0,95,0,0,109
1117,1,1,0,1,1,0,1,1,0,0,1,14
1585,0,0,25,0,1,47,0,0,25,0,0,21
2110,0,1,56,0,0,34,0,0,99,0,0,76
1909,0,1,4,0,1,81,0,0,56,0,0,33
2166,0,0,0,0,0,0,0,1,0,0,1,313
2089,0,1,83,0,0,121,0,0,137,0,0,62
1474,0,0,19,0,1,87,0,0,26,0,1,62
1204,0,0,2,0,1,30,1,1,0,0,1,0
2032,0,0,47,0,1,45,0,0,27,0,0,52
1886,0,0,0,1,1,17,0,0,0,0,0,8
2087,0,1,0,1,1,2,1,1,23,0,0,0
1579,0,0,241,0,0,216,0,0,73,0,0,206
1824,0,1,0,1,1,0,1,1,0,1,1,14
1247,0,0,99,0,0,50,0,0,71,0,0,7
1610,1,1,26,1,1,0,1,1,0,1,1,0
1501,0,0,146,0,0,277,0,0,197,0,0,313
1813,0,1,18,0,1,15,1,1,12,0,1,38
2161,1,1,0,1,1,0,1,1,36,1,1,37
1915,0,0,71,0,0,118,0,0,166,0,0,161
1743,0,1,47,0,0,40,0,1,9,0,1,62
1574,0,0,44,0,0,3,1,1,0,0,0,41
1579,1,1,0,1,1,0,1,1,55,1,1,0
1807,1,1,19,0,1,43,1,1,3205,0,0,33
1279,0,0,0,1,1,88,0,1,23,0,1,0
2010,0,1,28,0,1,42,0,0,14,1,1,34
2108,0,1,0,1,1,326,1,1,66,1,1,15
2070,1,1,0,0,0,0,1,1,20,1,1,4
2542,0,1,124,0,1,40,0,1,11,1,1,46
1984,1,1,0,0,1,2,0,0,0,1,1,0
1775,0,0,7,0,1,30,0,0,0,0,1,0
902,0,0,82,0,0,45,0,0,5,0,1,1937
2013,1,1,0,1,1,85,0,1,89,0,0,95
2011,0,0,0,1,1,0,1,1,0,0,1,0
1653,0,0,27,0,1,20,0,1,59,0,1,59
2300,0,0,37,0,1,0,0,0,62,0,0,23
1737,0,0,5,0,1,8,0,0,49,0,0,28
1487,0,1,0,1,1,0,0,1,13,0,1,0
1780,0,0,9,0,1,81,0,0,35,0,0,9
1023,0,1,174,0,1,271,0,1,273,0,1,317
1930,0,0,19,0,0,15,0,1,0,0,1,23
1737,1,1,117,1,1,6,1,1,0,1,1,0
2237,0,0,0,1,1,5,0,0,44,0,1,11
1892,0,0,338,0,0,143,0,1,83,1,1,0
1500,0,1,106,0,1,92,0,1,173,0,1,150
1543,0,0,232,0,0,337,0,0,437,0,0,440
1352,0,1,59,0,1,33,1,1,66,1,1,0
1338,0,0,74,0,0,13,0,0,139,0,0,35
1555,1,1,36,1,1,18,0,0,0,0,0,22
1851,0,1,11,0,1,90,0,0,58,0,0,123
